aX,aY,aZ,gX,gY,gZ
-0.663,-0.494,-0.043,181.366,-250.944,-130.032
-0.562,-0.166,-0.086,61.366,-272.181,-275.681
-0.281,-0.043,-0.052,90.969,-226.990,-285.513
0.144,0.242,0.133,22.419,-266.807,-321.818
1.088,0.489,-0.616,16.160,-225.921,-197.360
2.000,1.336,-0.522,-204.466,-91.677,-326.093
0.721,0.258,-0.203,-127.688,67.728,-121.345
1.830,0.862,-0.333,-60.863,-58.288,-158.291
2.000,0.764,-0.421,19.931,-122.685,-65.971
1.203,0.243,-0.487,-9.245,44.430,27.510
-0.041,0.316,-0.031,21.503,-0.929,11.128
0.417,0.198,-0.107,4.053,12.964,-21.726
1.004,0.488,-0.109,13.503,-11.952,-74.413
1.407,0.596,-0.303,-5.245,30.308,-41.559
0.969,0.539,-0.133,-9.566,49.041,8.212
0.702,0.344,-0.065,13.564,-1.677,19.953
0.875,0.412,-0.094,2.633,-9.082,-21.284
1.034,0.501,-0.132,0.144,8.064,-19.955

0.907,1.181,0.024,-71.733,-150.761,-318.047
0.732,1.195,0.131,-30.069,-150.639,-275.635
0.738,1.372,-0.177,-15.581,-119.219,-193.253
0.824,1.635,-0.387,-50.497,-70.440,-55.665
0.701,1.750,-0.282,-27.627,-48.868,23.510
0.604,2.000,-0.126,-9.932,53.850,142.503
0.663,2.000,-0.114,-49.764,96.934,436.579
0.421,1.767,-0.248,-38.497,122.827,501.602
0.266,1.129,-0.484,-59.749,175.697,483.571
0.312,0.595,-0.512,44.618,103.239,501.602
0.092,0.313,-0.344,88.847,73.728,458.258
0.115,0.273,-0.339,114.602,79.697,459.846
-0.030,0.383,-0.003,90.694,152.735,381.693
-0.355,0.161,0.347,47.854,143.667,499.067
-1.473,-0.137,0.466,-51.184,164.415,268.243
-2.000,-1.193,-0.018,-68.558,-63.158,84.304
-2.000,-0.557,0.041,-14.314,-114.807,-202.780
-1.573,0.270,0.224,-30.909,-129.753,-315.253
-1.189,0.511,-0.179,34.038,-301.936,-311.223
-0.560,0.983,-0.202,-125.688,-381.051,-406.994
0.851,0.551,-1.079,-138.512,-384.761,-251.986
2.000,0.090,-0.994,-171.413,46.659,4.823
2.000,-1.201,-1.109,-310.130,500.659,-455.345
1.425,0.532,0.120,50.709,-73.723,-150.933
1.683,-0.388,-0.076,26.557,-92.715,-210.383
1.026,-0.578,-0.384,113.183,-142.532,-153.192
0.574,0.018,-0.300,101.549,-89.998,-25.070
0.668,0.176,-0.371,29.427,-16.868,-37.421
1.609,0.816,-0.612,-12.909,67.025,-83.070
1.307,0.220,-0.255,-2.924,-0.975,3.022

1.304,1.219,-0.133,-193.718,-158.227,-144.872
1.083,0.967,-0.099,-215.932,-154.379,-199.711
0.764,0.537,-0.118,-71.566,-141.326,-140.123
1.312,1.356,-0.732,-91.856,-82.883,-156.490
0.766,1.887,-0.977,-43.138,-48.257,40.503
1.381,1.930,-0.844,-49.337,126.384,61.602
0.868,1.894,-0.615,19.442,194.186,353.877
0.606,1.755,-0.135,122.022,156.628,501.602
0.667,1.530,-0.211,57.854,188.399,501.602
0.274,0.894,-0.240,90.663,200.644,501.602
-0.200,0.558,-0.203,52.877,185.132,501.602
-0.336,0.168,-0.351,10.969,238.506,439.525
-0.669,-0.133,-0.156,-15.962,114.140,167.205
-0.964,-0.199,-0.017,-41.352,130.766,80.274
-1.484,-0.715,0.132,-52.879,125.422,162.793
-2.000,-1.572,-0.304,57.366,-215.249,184.548
-1.414,-0.760,0.030,52.434,-109.753,-104.291
-1.037,-0.465,0.460,31.625,-134.853,-153.467
-0.734,-0.230,0.310,23.870,-204.868,-186.200
-0.583,0.148,0.219,2.099,-235.143,-236.933
-0.468,0.333,0.083,-85.901,-333.830,-289.894
-0.082,0.492,-0.247,-147.871,-369.402,-331.345
0.520,0.392,-0.809,-105.688,-349.204,-238.963
1.663,0.670,-1.650,-305.672,-179.631,-149.055
1.963,0.343,-0.945,-100.024,186.628,60.838
1.881,-0.492,-0.667,-173.627,450.934,-498.933
1.605,0.602,0.007,27.259,7.422,-122.047
1.212,0.616,-0.091,-4.359,-22.440,1.892
1.661,0.523,-0.277,42.129,-120.975,-15.681
1.183,0.476,-0.217,-1.428,55.117,-34.337

0.898,1.496,-0.224,-56.375,-40.654,-236.383
0.619,1.307,-0.052,-31.245,-47.921,-173.513
0.920,1.633,-0.153,-21.321,-16.456,-141.146
0.719,2.000,-0.282,-9.169,-10.532,56.869
0.670,2.000,-0.244,-26.314,44.170,214.274
0.528,1.817,-0.277,-27.947,129.300,392.304
0.501,1.823,-0.161,37.702,195.941,501.602
-0.088,1.438,-0.211,-66.894,217.651,501.602
-0.507,0.692,-0.339,-219.413,204.399,477.678
-0.546,0.339,-0.378,-220.909,252.766,476.136
-1.274,-0.824,-0.126,-110.451,138.567,359.296
-1.829,-1.076,-0.711,-143.214,47.331,271.648
-1.780,-1.646,-1.255,81.121,-183.143,58.106
-0.811,-0.408,-0.028,169.580,-166.929,-69.207
-0.790,-0.462,0.126,39.381,-199.494,-187.452
-0.573,-0.314,0.038,100.190,-193.295,-186.475
-0.418,0.068,0.045,36.053,-242.914,-334.169
-0.169,0.198,-0.163,39.381,-288.807,-289.589
0.261,0.183,-0.149,80.511,-363.417,-119.238
1.155,0.688,-0.841,-124.573,-295.906,-192.841
2.000,1.230,-1.514,-251.474,-172.425,-262.994
2.000,1.427,-0.674,-260.985,-243.845,-226.047
1.850,0.343,-0.618,-64.817,-20.349,4.823
1.832,0.366,-0.347,-80.650,173.239,-61.940
0.443,0.053,-0.336,28.908,39.224,41.052
0.331,0.099,-0.111,37.518,-27.204,19.770
0.489,0.204,-0.119,4.205,-26.639,-48.291
0.850,0.324,-0.225,17.045,-70.700,-72.078
2.000,0.436,-0.652,56.404,22.262,41.831
0.835,0.320,-0.319,-13.138,62.201,-45.559

1.068,1.250,-0.550,102.648,-62.043,-186.826
1.091,1.403,-1.229,120.282,-76.639,-162.078
1.610,1.920,-0.941,100.831,-84.914,-124.688
2.000,2.000,-0.998,60.877,36.415,148.212
1.460,2.000,-0.796,74.602,122.918,378.075
1.299,1.749,-0.862,152.709,296.949,501.602
0.210,1.762,-1.104,92.160,500.659,501.602
-1.048,1.626,-0.969,-21.031,500.659,501.602
-1.202,0.233,-0.713,-211.214,500.659,424.106
-1.052,0.156,-0.664,-118.283,231.468,231.312
-1.920,-0.320,-1.058,-162.634,83.102,190.441
-1.724,-0.954,-1.288,13.045,-110.532,41.159
-1.077,-0.422,-0.302,82.725,-47.967,-113.207
-0.902,-0.316,-0.055,51.320,-159.097,-93.146
-0.764,-0.228,-0.080,64.328,-228.669,-137.330
-0.730,-0.052,-0.036,47.549,-268.868,-332.856
-0.426,0.052,-0.111,-1.413,-291.891,-281.635
-0.022,0.203,-0.098,-30.558,-354.227,-309.391
0.542,0.178,-0.282,-101.917,-317.646,-394.780
1.197,0.428,-0.948,-197.795,-101.799,-432.841
1.768,1.304,-0.526,-112.848,-75.280,-413.711
1.956,1.122,-0.491,-23.611,-15.906,-154.139
1.284,0.894,0.169,-22.253,18.796,-120.841
2.000,0.854,-0.537,-17.688,46.766,-5.726
0.383,0.473,-0.060,9.702,79.117,56.686
0.287,0.141,-0.019,16.786,-32.624,94.335
0.353,-0.012,-0.088,33.992,-0.914,92.564
1.114,0.408,-0.069,-20.466,-24.501,-106.215
1.544,0.439,-0.237,39.030,42.415,17.800
0.917,0.305,-0.187,-14.237,56.384,-3.070

0.835,1.313,-0.466,-13.046,-120.853,-378.734
0.833,1.428,-0.392,-7.581,-114.471,-378.994
1.280,2.000,-0.680,63.809,-95.173,-264.444
1.883,2.000,-1.063,33.015,44.613,145.922
0.933,2.000,-0.831,64.144,172.567,460.823
0.905,2.000,-0.615,96.419,304.674,501.602
-0.081,1.804,-1.050,14.419,500.659,501.602
-1.204,1.161,-0.904,-217.108,500.659,501.602
-1.408,-0.258,-0.767,-293.917,500.659,364.716
-1.223,0.061,-0.746,-170.283,178.216,178.945
-2.000,-1.609,-2.000,-108.298,-70.517,121.770
-1.326,-0.979,-0.739,137.824,-43.219,-64.810
-0.917,-0.522,-0.204,141.045,-152.761,-140.276
-0.564,-0.366,-0.148,174.114,-295.494,-179.604
-0.443,-0.156,-0.101,112.816,-303.906,-164.246
-0.007,0.029,-0.052,55.625,-348.471,-212.994
0.550,0.228,-0.188,-1.703,-376.181,-190.398
0.696,0.122,-0.001,-86.665,-309.280,-281.207
1.881,0.591,-1.450,-153.504,-210.761,-201.696
1.294,0.580,-0.369,-97.382,-30.685,-226.994
1.687,0.567,-0.726,-56.833,19.224,-215.146
1.373,0.560,-0.310,-45.795,23.209,-163.559
2.000,0.732,-1.139,-19.016,-96.242,-54.383
0.948,0.420,-0.222,16.328,91.896,50.014
0.457,0.191,-0.090,28.541,14.323,42.487
0.323,0.177,-0.043,-5.856,-48.166,58.609
0.797,0.241,-0.160,-19.611,-22.791,18.029
1.450,0.090,-0.207,-12.176,49.605,-129.818
1.266,0.385,-0.319,-10.726,50.781,-34.123
0.777,0.274,-0.129,15.106,18.980,20.167

1.442,1.440,-0.455,26.038,-227.753,129.327
2.000,1.541,-1.071,56.663,-234.975,175.770
0.967,1.842,-0.623,-25.245,-63.891,-158.001
1.953,2.000,-0.839,4.144,21.987,-15.467
1.038,2.000,-0.373,-26.909,64.109,147.983
1.029,1.903,-0.352,80.419,114.293,438.808
0.944,1.713,-0.432,41.488,248.964,501.602
0.154,1.302,-0.460,-18.283,387.086,501.602
-0.481,0.549,-0.463,-193.520,404.659,437.022
-0.477,-0.054,-0.476,-202.451,356.842,315.312
-0.519,-0.295,-0.314,-171.382,226.140,213.144
-0.693,-0.415,-0.539,-183.214,127.132,191.235
-1.703,-1.191,-1.146,-127.260,-34.883,122.350
-1.149,-1.150,-1.241,39.763,-104.456,-20.047
-0.724,-0.802,-0.322,101.488,-43.478,-108.551
-0.673,-0.592,-0.274,103.854,-188.578,-141.406
-0.647,-0.284,-0.265,197.244,-277.753,-456.978
-0.635,-0.097,-0.186,111.488,-279.204,-261.849
-0.309,0.356,-0.199,94.862,-397.616,-293.742
0.502,0.545,-0.262,33.228,-380.914,-90.154
1.246,0.443,-1.124,-114.405,-310.685,-329.726
2.000,0.756,-1.384,-231.382,111.178,-307.864
1.239,0.587,-0.210,-107.169,46.522,-297.971
2.000,1.305,-1.725,21.381,-13.280,-35.391
-0.088,0.419,-0.065,2.419,38.888,57.693
0.253,0.142,0.045,17.121,-85.463,73.754
0.087,0.308,-0.229,18.908,-9.936,127.235
0.900,0.249,-0.140,3.671,-78.425,-94.398
2.000,0.624,-0.586,-45.474,127.224,-176.505
0.847,0.370,-0.101,-36.115,70.735,-37.055

1.078,0.863,-0.126,-58.253,-34.074,-37.650
1.082,0.751,-0.227,-57.779,-25.448,-48.780
0.836,0.585,-0.269,-40.130,-28.288,-96.749
0.774,0.788,-0.216,33.564,-59.143,-149.971
1.287,1.813,-0.412,25.686,-66.791,-135.757
1.523,2.000,-0.485,11.060,-3.234,133.861
1.749,1.948,-0.442,-60.512,96.308,262.670
1.159,1.942,-0.420,10.007,245.728,426.441
0.383,1.631,-0.358,-44.329,330.247,501.602
0.018,1.283,-0.516,-94.085,381.468,501.602
-0.490,0.561,-0.663,-231.428,433.331,440.854
-0.823,-0.086,-0.618,-233.520,355.743,268.961
-0.968,-0.188,-0.665,-204.512,203.071,119.816
-1.827,-0.943,-1.719,-188.237,-16.318,97.693
-1.096,-1.082,-1.334,95.427,-73.677,-47.467
-0.679,-0.788,-0.366,109.366,-57.082,-71.559
-0.561,-0.699,-0.185,99.076,-175.326,-112.566
-0.204,-0.607,-0.151,292.083,-306.364,-176.551
-0.467,-0.324,0.011,121.854,-255.051,-126.856
-0.555,-0.195,-0.147,48.175,-311.540,-203.681
-0.018,-0.037,-0.112,40.465,-257.097,-283.024
0.433,0.522,-0.218,-19.306,-269.417,-218.719
1.254,0.444,-0.445,-49.199,-150.410,-266.108
0.872,0.641,-0.284,-43.901,-122.746,-374.734
2.000,1.013,-0.787,-71.947,-121.631,-235.375
1.461,0.813,-0.426,-28.726,-14.715,-163.513
1.482,0.617,-0.427,-0.436,-38.303,-90.688
1.917,0.640,-0.385,-192.115,231.682,-341.452
-0.111,0.778,-0.066,-19.581,27.010,-51.391
0.390,0.265,-0.141,4.633,-29.051,73.754

1.774,0.624,-0.319,-9.611,10.277,-72.673
1.827,0.698,-0.456,13.824,20.109,11.739
1.766,0.734,-0.262,-9.001,77.376,-69.101
0.712,0.340,-0.137,-21.749,-3.387,8.350
0.682,0.317,-0.095,6.541,-17.311,17.006
0.927,0.409,-0.135,16.068,-43.143,-5.665
1.167,0.557,-0.182,-1.092,2.384,-19.482
0.968,0.468,-0.183,5.579,13.651,-4.108
0.829,0.425,-0.173,0.419,3.819,-7.940
0.892,0.433,-0.161,4.129,-4.150,-2.688
0.967,0.468,-0.156,2.908,-9.646,-0.917
0.950,0.482,-0.162,-5.978,1.285,-3.726
0.915,0.445,-0.182,1.152,1.254,1.312
0.931,0.447,-0.181,3.671,2.827,-1.772
0.944,0.474,-0.171,1.671,0.583,0.625
0.938,0.455,-0.144,1.121,-0.028,5.770
0.926,0.440,-0.173,0.786,-4.333,-1.650
0.918,0.451,-0.161,-0.146,3.041,-2.413
0.929,0.461,-0.164,1.198,-0.562,-4.123
0.940,0.464,-0.174,1.076,2.827,-0.795
0.927,0.462,-0.180,-1.917,2.460,-0.719
0.915,0.468,-0.175,2.389,-0.227,0.670
0.925,0.465,-0.165,-2.115,-1.082,-0.963
0.928,0.471,-0.165,-2.573,1.010,-0.322
0.930,0.449,-0.184,2.404,0.384,-1.650
0.920,0.467,-0.166,-0.054,5.651,-0.933
0.922,0.458,-0.158,1.793,-2.456,-1.436
0.932,0.467,-0.166,-0.970,2.613,-2.856
0.922,0.460,-0.165,0.038,-0.532,-1.131
0.930,0.462,-0.174,-0.466,2.399,-1.879

